Rec Rank,Rec Pick #,Bank,Type,SoCal Priority,Meets Gold?,ChexSystems (deposit),EWS (deposit),Mentor List,Card Category,Est. Credit Limit,Assets,Deposits,CA Footprint,CA Presence,Self-UW?,Business Card?,Underwriter,Apply,How to Apply,Website,Biz Card Link,HP Bureau,Reports To (biz bureaus),Approval Info & Limits (+link),No-Doc Fit (/5),PG / Tax Returns,Other No-Doc Funding,Deposit Acct?,Best For,Card Products,Region / Metro,City (HQ),Asset Rank,Confidence / Date,Sources
184,,Pacific Valley Bank,CA Bank,Other — Central Coast,0/4  ✗SUW ✗Onl ✗SoCal ✗Card,N/M,N/M,,No card,—,$0.63B,N/M,"Monterey County; Salinas, King City, Monterey + Santa Cruz expansion",CA-HQ'd,—,❌ No card (commercial/ag lender; debit Mastercard only),None,No,— (no business card),https://www.pacificvalleybank.com,—,N/M,N/M,N/M,0,N/M,None (commercial/ag LOC/term/construction/SBA/USDA/FSA/Farmer Mac full-doc; PDF apply→branch),N/M,Not a card source,Debit Mastercard only (no credit card),Central Coast / Salinas Valley,Salinas,75,HIGH no-card (4 site pages confirm debit-only). 2026-05-29,"pacificvalleybank.com (business-banking, products-services, business-loans); FDIC cert 57740"
185,,Pacific Enterprise Bank,Regional,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,~$0.52B (at close),—,"HQ Irvine (OC); DEFUNCT 2022-02-02 (now United Business Bank); was SBA lender, no card",N/M,—,❌ DEFUNCT — merged into United Business Bank (Feb 2022); never issued a card (SBA lender + merchant processing only),None,No,— (no business card),https://www.pacificenterprisebank.com/home/business,—,N/M,N/M,Defunct 2022-02-02; now United Business Bank. Was SBA lender; no card ever issued.,0,N/M,None (was SBA/CRE full-doc lender),N/M,Not a card source,None (SBA loans + merchant card processing; no issued card),SoCal / Orange County (Irvine) — DEFUNCT,"Irvine, CA",Reg,HIGH defunct + never issued a card. Now United Business Bank. 2026-05-28,FDIC cert 58415 (inactive); businesswire (BayCom merger); pacificenterprisebank.com loan/business pages
186,,"New OMNI Bank, N.A.",CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,$0.52B,N/M,"4 SoCal branches (Alhambra, Arcadia, Rowland Heights, Irvine); est 1979 Monterey Park; Asian-American",CA-HQ'd,—,❌ No card (commercial/SBA lender; debit only),None,No,— (no business card),https://newomnibank.com,—,N/M,N/M,N/M,0,N/M,None (CRE/construction/C&I/SBA/trade finance full-doc),N/M,Not a card source,None (business deposits + commercial lending; no card),SoCal / LA (San Gabriel Valley),Alhambra,79,HIGH no business card (all product pages card-free). 2026-05-29,"newomnibank.com (business/deposit, locations); FDIC cert 23086"
187,,First Credit Bank,CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,$0.51B,N/M,"Single branch (9255 W Sunset Blvd, West Hollywood); est 1983; niche CRE lender. ⚠️ calfcb.com is a confirmed fraud site (DFPI alert)",CA-HQ'd,—,⚠️ No card (single-branch CRE/commercial lender; no website),None,No,— (no business card),N/M (bank does not operate a website; calfcb.com is a DFPI-flagged FRAUD imposter),—,N/M,N/M,N/M,0,N/M,None (CRE/construction/business term/LOC full-doc),N/M,Not a card source,None (CRE/commercial lending; no card; no website),SoCal / LA,Los Angeles (West Hollywood),81,HIGH commercial-only/no-card/no-website (FDIC single-branch CRE + DFPI 'does not operate a website'). 2026-05-29,FDIC cert 24332; dfpi.ca.gov (First Credit Bank + calfcb.com fraud alert)
188,,"Chino Commercial Bank, N.A.",CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,$0.47B,N/M,"3 branches Inland Empire (Chino, Upland, Ontario, Rancho Cucamonga, Corona); San Bernardino County",CA-HQ'd,—,❌ No BUSINESS card — the 'third-party' card is CONSUMER-framed ('manage your personal finances'); Unsecured Business LOC $10K-$100K instead,None for business (consumer card via undisclosed third party),No,— (no business card),https://www.chinocommercialbank.com,—,N/M,N/M,"Re-verified 2026-05-29: card copy is consumer ('manage your personal finances'); no online app, no issuer disclosed. Not a business card.",0,N/M,Unsecured Business LOC $10K-$100K ('quick decisions' marketing; no stated no-doc; PG + financials likely),N/M,Not a card source,Consumer third-party card (NOT business); Unsecured Business LOC $10K-$100K,SoCal / Inland Empire,Chino,83,HIGH re-verify: no BUSINESS card (consumer copy); the $10K-$100K LOC is the only business funding. 2026-05-29,chinocommercialbank.com/business-banking/business-services (consumer copy) + /business-loans (LOC); FDIC cert 35366
189,,Pacific Alliance Bank,CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,$0.45B,N/M,SoCal community bank; San Gabriel/LA; Asian-American; est 2006; ticker PFBN,CA-HQ'd,—,❌ No card (commercial/SBA lender; Visa debit only),None,No,— (no business card),https://www.pacificalliancebank.com,—,N/M,N/M,N/M,0,N/M,None (SBA 7(a)/504/CRE/construction/term/LOC full-doc),N/M,Not a card source,Visa DEBIT only (no credit card),SoCal / LA (San Gabriel Valley),San Gabriel,84,HIGH no-card (homepage + commercial-loans confirm debit-only). 2026-05-29,"pacificalliancebank.com (Commercial-Loans, Other-Services); FDIC cert 58234"
190,,Community Commerce Bank,CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,$0.41B,N/M,"3 LA-County branches (Claremont, Monterey Park, Tarzana); TELACU family; est 1976",CA-HQ'd,—,❌ No card (CRE/SBA lender; explicitly 'no unsecured products'),None,No,— (no business card),https://ccombank.com,—,N/M,N/M,N/M (FAQ: 'we do not have any checking or unsecured line of credit products'),0,N/M,None (CRE/SBA 7(a)/house-of-worship/non-owner-occ residential full-doc),N/M,Not a card source,None (CRE + SBA lending; no unsecured/card products by own statement),SoCal / LA (Claremont),Claremont,85,HIGH no-card (own FAQ disclaims unsecured/card products). 2026-05-29,ccombank.com/faq + /loans + /about; FDIC cert 26363
191,,Balboa Thrift and Loan Association,CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,$0.41B,N/M,"San Diego (Chula Vista HQ) + Claremont, La Quinta, Fresno; industrial loan co. (est 1980)",CA-HQ'd,—,❌ No card (auto + CRE thrift & loan; FDIC-insured deposits),None,No,— (no business card),https://www.balboathrift.com,—,N/M,N/M,N/M (auto via dealers/RouteOne; CRE via brokers),0,N/M,"None (auto ~75% + CRE ~25%, collateral/full-doc)",N/M,Not a card source,None (auto finance + CRE lending; deposits/CDs; no card),SoCal / San Diego,Chula Vista,86,"MED-HIGH no-card (auto+CRE lender; own site stale, third-party-corroborated). 2026-05-29",sdbj.com (auto/CRE focus); dfpi.ca.gov; FDIC cert 26704
192,,"Liberty Bank, N.A. (Irvine, CA)",CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,$0.40B,N/M,4 CA branches; Irvine HQ (OC) + LA + SF Bay Area (Millbrae/Boulder Creek/Felton/S.SF); DMG Bancshares; est 2001,CA-HQ'd,—,❌ No card (commercial bank; deposits + relationship lending),None (NOTE: Elan card data online belongs to Liberty Bank of CT — different entity),No,— (no business card),https://www.libertybk.com,—,N/M,N/M,N/M,0,N/M,None (term/LOC/commercial credit/CRE construction-to-perm full-doc),N/M,Not a card source,None (deposits + commercial lending; no card),SoCal / Orange County,Irvine,89,HIGH no-card for cert 35331 (own site; NOT Liberty Bank of CT which uses Elan). 2026-05-29,"libertybk.com (businessbanking, lending); FDIC cert 35331"
193,,American Continental Bank,CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,$0.38B,N/M,~7 branches (CA + WA); City of Industry HQ; Chinese-American; pending Taichung Bank (Taiwan) acquisition,CA-HQ'd,—,❌ No card (commercial/SBA lender; debit/ATM only),None,No,— (no business card),https://www.americancontinentalbank.com,—,N/M,N/M,N/M,0,N/M,None (CRE/apartment/construction/land/equipment/C&I/SBA 7(a)/504 full-doc),N/M,Not a card source,None (commercial/SBA lending; debit/ATM cards only),SoCal / LA (San Gabriel Valley),City of Industry,91,HIGH no-card (own Products & Services = debit + commercial/SBA only). 2026-05-29,americancontinentalbank.com/Products-Services; FDIC cert 57444; en.wikipedia.org
194,,Universal Bank,CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,$0.37B,N/M,5 CA branches; West Covina HQ; SGV/LA thrift (est 1954),CA-HQ'd,—,❌ No BUSINESS card (Elan PERSONAL card only; business = deposits + commercial lending),None for business (Elan issues its personal card),No,— (no business card),https://www.universalbank.com,—,N/M,N/M,N/M (no business card; personal Elan card exists),0,N/M,None (commercial lending relationship-underwritten),N/M,Not a card source,Personal credit card (Elan) only; business = checking/savings/CD/Solutions + commercial lending,SoCal / LA (San Gabriel Valley),West Covina,92,HIGH no business card (own site; personal-only Elan card; business is deposit+commercial-loan). 2026-05-29,universalbank.com/Resources/All-Services (personal card 'through Elan'); FDIC cert 30722
195,,Murphy Bank,CA Bank,Other — Central Valley (Fresno),0/4  ✗SUW ✗Onl ✗SoCal ✗Card,N/M,N/M,,No card,—,$0.36B,N/M,~2 Fresno locations; specialty secured lender; est 1984 (branded 'since 1976'),CA-HQ'd,—,❌ No card (specialty secured lender; deposits),None,No,— (no business card),https://www.murphybank.com,—,N/M,N/M,N/M (Murphy USA Visa = unrelated FNBO entity),0,N/M,"None (collateral-based: mobile homes, farm/commercial equipment, semi-trucks, vehicles)",N/M,Not a card source,None (deposits + specialty secured financing; no card),Central Valley (Fresno),Fresno,93,HIGH no-card (own product nav = deposits + secured loans only). 2026-05-29,murphybank.com; FDIC cert 25726; bestcashcow.com
196,,Bank Irvine,CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,$0.31B,N/M,"Single office (Irvine, OC); target OC + LA County; de novo est Oct 2022. NOT a Commercial Bank of CA rebrand",CA-HQ'd,—,❌ No card (de novo commercial bank; Mastercard debit only),None,No,— (no business card),https://www.bankirvine.com,—,N/M,N/M,N/M,0,N/M,None (C&I/CRE/multifamily/SBA full-doc),N/M,Not a card source,Mastercard business/personal DEBIT only (no credit card),SoCal / Orange County,Irvine,94,HIGH no-card (own business pages = C&I/CRE/SBA + debit only). 2026-05-29,bankirvine.com/business-banking + /debit-card; FDIC cert 59296
197,,Community Valley Bank,Regional,Coachella (low),0/4  ✗SUW ✗Onl ✗SoCal ✗Card,N/M,N/M,,No card,—,N/M,N/M,"Indio (Riverside Co) + El Centro HQ, Brawley, Julian, Borrego Springs",N/M,—,⚠️ Unknown card status — ACQUIRED by Frontwave Credit Union eff. 2025-10-01 ('no changes... until Frontwave business suite transition late 2026'); Coachella Valley presence (Indio),(→ Frontwave CU post-merger),No,— (no business card),https://www.yourcvb.com,—,N/M,N/M,Business lending continues post-merger; terms N/M. Recheck after Frontwave transition. Light census 2026-06-10.,0,N/M,None published,N/M,Not a card source,(transitioning to Frontwave CU),Coachella Valley / Riverside (Indio branch) + Imperial County,"El Centro, CA",Reg,MED merger-transition. Light census 2026-06-10,frontwavecu.com/cvb (PR 2025-01-22); yourcvb.com (Wayback 2020)
198,,Monterey County Bank,CA Bank,Other — Central Coast (Monterey County),0/4  ✗SUW ✗Onl ✗SoCal ✗Card,N/M,N/M,,No card,—,$0.30B,N/M,Monterey/Carmel/Pacific Grove/Salinas; est 1977; 2023 recap reported,CA-HQ'd,—,❌ No BUSINESS card (legacy consumer subprime 'Emblem' MC only; SBA/commercial lender),None for business (legacy Emblem run by Jefferson Capital),No,— (no business card),https://montereycountybank.com,—,N/M,N/M,"N/M (Emblem = consumer subprime credit-builder, not business; not on bank site)",0,N/M,None (SBA 7(a)/CRE/C&I full-doc; #1 SBA 7(a) lender in Monterey County),N/M,Not a card source,None for business (debit + Elavon merchant; legacy consumer Emblem MC via Jefferson Capital),Central Coast (Monterey County),Monterey,95,HIGH no business card (site = debit + merchant only; Emblem is consumer-only legacy). 2026-05-29,"montereycountybank.com (Debit-Card, Merchant-Services); FDIC cert 22460; creditcardchaser.com (legacy Emblem)"
199,,"Gateway Bank, F.S.B.",CA Bank,Other — NorCal,0/4  ✗SUW ✗Onl ✗SoCal ✗Card,N/M,N/M,,No card,—,$0.29B,N/M,Oakland + Walnut Creek; federal savings bank (thrift); est 1990. NOT AZ/AR same-name banks,CA-HQ'd,—,❌ No card (thrift; MoneyPass debit; collateral-based CRE lending),None,No,— (no business card),https://www.gatewayfsb.com,—,N/M,N/M,N/M,0,N/M,None (real-estate-collateral CRE/LOC/term full-doc),N/M,Not a card source,None (deposits + treasury + collateral CRE loans; MoneyPass debit only),NorCal / SF-East Bay,Oakland,96,HIGH no-card (own home + commercial-loans pages; debit only; assets verified $286.5M). 2026-05-29,gatewayfsb.com + /commercial-loans; FDIC cert 33103 ($286.53M)
200,,Mission National Bank,CA Bank,Other — NorCal,0/4  ✗SUW ✗Onl ✗SoCal ✗Card,N/M,N/M,,No card,—,$0.25B,N/M,Single SF office (Mission District); ~42 yrs; CA-only,CA-HQ'd,—,❌ No card (community bank; Visa debit only),None,No,— (no business card),https://mnbsf.com,—,N/M,N/M,"N/M (Prelim portal = deposit account opening, not cards)",0,N/M,None (term/LOC/CRE/letters-of-credit full-doc),N/M,Not a card source,Visa DEBIT only (no credit card),NorCal / SF,San Francisco,99,HIGH no-card (site nav = debit + commercial lending only). 2026-05-29,"mnbsf.com (home, Contact-Us); FDIC cert 23749"
201,,Neighborhood National Bank,CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,$0.23B,N/M,"San Diego County (El Cajon HQ, National City); first national bank designated a CDFI; est 1997",CA-HQ'd,—,❌ No card (CDFI community bank; business debit + merchant services only),None,No,— (no business card),https://www.mynnb.com,—,N/M,N/M,N/M,0,N/M,None (term/revolving LOC/CRE/SBA 7(a)/504/Express/construction full-doc),N/M,Not a card source,Business DEBIT + merchant card services only (no issued credit card),SoCal / San Diego,El Cajon,101,HIGH no-card (home/lending/nav = debit + merchant + commercial lending only). 2026-05-29,"mynnb.com (lending/business-loans, merchant-card-services); FDIC cert 34548"
202,,Capital Bank and Trust Company,CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,$0.23B,N/M,Captive trust bank of Capital Group (American Funds); Irvine HQ; savings-bank charter; 2 offices,CA-HQ'd,—,❌ No card (Capital Group / American Funds captive trust & custody bank),None,No,— (no business card),https://www.americanfunds.com,—,N/M,N/M,N/M (directed-trustee/custodial for American Funds retirement plans + IRAs),0,N/M,None (no commercial lending or card; retirement custody only),N/M,Not a card source,None (directed trustee + custodial services for retirement plans/IRAs),SoCal / Orange County,Irvine,102,HIGH no-card (captive American Funds trust/custody bank; FDIC WEBADDR=americanfunds.com). 2026-05-29,FDIC cert 35164 (WEBADDR americanfunds.com); en.wikipedia.org/wiki/Capital_Group
203,,United Pacific Bank,CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,$0.19B,N/M,City of Industry HQ + Monterey Park; Asian-American; est 1982,CA-HQ'd,—,⚠️ TCM CONSUMER card only; NO business card marketed,"TCM Bank, N.A. (consumer card)",No,— (no business card),https://www.upbnet.com,—,N/M (TCM),N/M,N/M (only a 'Consumer Credit Card' page; no business card published),0,N/M,None (business loans/LOC/SBA/CRE/truck full-doc),N/M,Not a card source,Consumer Credit Card (TCM) only; no business credit card,SoCal / LA (San Gabriel Valley),City of Industry,104,MED-HIGH no BUSINESS card (only TCM consumer card published); issuer=TCM. 2026-05-29,upbnet.com/Consumer-Credit-Card (TCM); FDIC cert 23805
204,,Hatch Bank,CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,$0.19B,N/M,"San Marcos (SD County); BaaS/sponsor bank (ex-Rancho Santa Fe Thrift, renamed 2019); 1 branch",CA-HQ'd,—,❌ No direct-to-business card (BaaS/fintech-sponsor bank),None (sponsor bank for fintech card programs; not direct issuer to businesses),No,— (no business card),https://www.hatchbank.com,—,N/M,N/M,N/M (B2B partner onboarding only; 'Talk to Hatch'),0,N/M,None direct (embedded lending/card-issuing rails for fintech partners e.g. Enfin/Sungage),N/M,Not a card source,"None to end-businesses (BaaS: card issuing, embedded lending, deposit rails for fintechs). NOT the unrelated 'Hatch Card' fintech",SoCal / San Diego,San Marcos,105,HIGH no direct-to-business card (BaaS sponsor model). 2026-05-29,hatchbank.com/solutions; FDIC cert 25803; dfpi.ca.gov
205,,"Beacon Business Bank, N.A.",CA Bank,Other — NorCal,0/4  ✗SUW ✗Onl ✗SoCal ✗Card,N/M,N/M,,No card,—,$0.17B,N/M,SF Financial District + San Mateo (Peninsula); NorCal only; est 1984 (ex-Trans Pacific National Bank),CA-HQ'd,—,❌ No card (Visa debit only; SBA/commercial lender),None,No,— (no business card),https://www.beaconbusinessbank.com,—,N/M,N/M,"N/M (formerly Trans Pacific National Bank, NOT Pan American)",0,N/M,None (AR/inventory financing/CRE/LOC/construction/bridge/equipment/SBA<=$5M full-doc),N/M,Not a card source,Visa DEBIT only (no credit card),NorCal / SF,San Francisco,107,HIGH no-card (4 site pages confirm debit-only). NOT the Elan-issuing 'Beacon Bank' (different). 2026-05-29,"beaconbusinessbank.com (business-loans, debit-card, history); FDIC cert 25644"
206,,"Bank of Whittier, N.A.",CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,$0.16B,N/M,Single Whittier office (LA County); Riba-Free/interest-free community bank; est 1982,CA-HQ'd,—,❌ No card (Riba-Free/interest-free Islamic-principle bank; RF debit only),None,No,— (no business card),https://www.bankofwhittier.com,—,N/M,N/M,N/M (interest-bearing cards inconsistent with Riba-Free model),0,N/M,"None (RF business/commercial financing = relationship/asset-based, not no-doc)",N/M,Not a card source,RF Debit Cards only (no credit card; RF deposit + commercial financing),SoCal / LA (Whittier),Whittier,108,HIGH no-card (Riba-Free model structurally excludes interest cards; debit only). 2026-05-29,"bankofwhittier.com (home, open-business-account); FDIC cert 24211; OCC CRA eval"
